4.769231 0.743590 -8919.514786
4.769231 0.846154 -8915.853819
4.769231 0.948718 -8912.105813
4.769231 1.051282 -8908.279695
4.769231 1.153846 -8904.387704
4.769231 1.256410 -8900.446016
4.769231 1.358974 -8896.475430
4.769231 1.461538 -8892.502119
4.769231 1.564103 -8888.558460
4.769231 1.666667 -8884.683917
4.769231 1.769231 -8880.925998
4.769231 1.871795 -8877.341268
4.769231 1.974359 -8873.996412
4.769231 2.076923 -8870.969353
4.769231 2.179487 -8868.350385
4.769231 2.282051 -8866.243316
4.769231 2.384615 -8864.766587
4.769231 2.487179 -8864.054326
4.769231 2.589744 -8864.257323
4.769231 2.692308 -8865.543898
4.769231 2.794872 -8868.100669
4.769231 2.897436 -8872.133226
4.769231 3.000000 -8877.866752
6.025641 -1.000000 -8950.394090
6.025641 -0.897436 -8947.831969
6.025641 -0.794872 -8945.206833
6.025641 -0.692308 -8942.515705
6.025641 -0.589744 -8939.755610
6.025641 -0.487179 -8936.923620
6.025641 -0.384615 -8934.016919
6.025641 -0.282051 -8931.032884
6.025641 -0.179487 -8927.969189
6.025641 -0.076923 -8924.823932
6.025641 0.025641 -8921.595790
6.025641 0.128205 -8918.284208
6.025641 0.230769 -8914.889625
6.025641 0.333333 -8911.413734
6.025641 0.435897 -8907.859797
6.025641 0.538462 -8904.232991
6.025641 0.641026 -8900.540811
6.025641 0.743590 -8896.793523
6.025641 0.846154 -8893.004660
6.025641 0.948718 -8889.191565
6.025641 1.051282 -8885.375989
6.025641 1.153846 -8881.584721
6.025641 1.256410 -8877.850274
6.025641 1.358974 -8874.211595
6.025641 1.461538 -8870.714832
6.025641 1.564103 -8867.414128
6.025641 1.666667 -8864.372459
6.025641 1.769231 -8861.662500
6.025641 1.871795 -8859.367522
6.025641 1.974359 -8857.582294
6.025641 2.076923 -8856.413981
6.025641 2.179487 -8855.982997
6.025641 2.282051 -8856.423803
6.025641 2.384615 -8857.885629
6.025641 2.487179 -8860.533110
6.025641 2.589744 -8864.546853
6.025641 2.692308 -8870.123981
6.025641 2.794872 -8877.478679
6.025641 2.897436 -8886.842780
6.025641 3.000000 -8898.466400
7.282051 -1.000000 -8935.836281
7.282051 -0.897436 -8933.043848
7.282051 -0.794872 -8930.191357
7.282051 -0.692308 -8927.276185
7.282051 -0.589744 -8924.295898
7.282051 -0.487179 -8921.248351
7.282051 -0.384615 -8918.131805
7.282051 -0.282051 -8914.945072
7.282051 -0.179487 -8911.687691
7.282051 -0.076923 -8908.360136
7.282051 0.025641 -8904.964056
7.282051 0.128205 -8901.502553
7.282051 0.230769 -8897.980505
7.282051 0.333333 -8894.404917
7.282051 0.435897 -8890.785319
7.282051 0.538462 -8887.134202
7.282051 0.641026 -8883.467481
